"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell245",0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,6,2,8,0,6,11,22,12,3,18,7,12,0,10,0,0,0,0,0,0,11,0,7,12,3,24,4,2,0,22,1,16,0,2,7,22,8,7,7,5,16,10,0,18,8,10,19,10,14,15,12,6,4,9,0,6,15,0,9,16,11,11,13,11,17,8,0,12,7,17,3,14,25,0,12,29,7,7,14,16,9,24,0,10,0,9,0,16,0,6,4,12,0,0,14,8,12,10,16,1,9,0,11,15,2,0,5,24,18,20,9,16,15,1,22,14,9,10,13,12,21,13,12,6,6,0,10,15,1,13,20,14,14,0,15,11,6,6,11,0,0,0,0,13,17,6,10,0,1,10,19,12,2,4,0,1,0,6,5,0,6,0,0,0,11,0,13,0,3,0,7,0,0,12,0,5,0,0,6,1,5,15,3,1,0,1,0,0,12,0,0,17,10,0,5,6,1,10,0,0,6,2,2,0,13,17,7,22,0,1,0,0,0,1,12,12,0,6,0,0,8,7,9,9,14,11,7,1,4,23,11,0,0,0,12,1,1,0,6,17,0,4,0,6,1,0,0,7,0,0,0,0,4,6,2,0,9,12,1,19,1,0,0,4,0,3,1,1,0,11,15,0,1,9,7,17,0,0,10,4,4,2,0,7,0,8,18,11,7,0,0,5,18,3,0,2,1,0,9,12,4,21,0,14,3,14,10,0,0,0,1,16,0,0,0,6,0,12,0,0,0,0,0,4,0,10,0,0,9,5,1,0,0,5,0,8,1,0,2,0,13,22,13,0,0,1,0,4,6,0,11,7,1,6,1,1,20,2,11,19,11,0,27,0,12,11,20,18,10,1
"cell246",0,0,0,0,0,0,0,0,0,0,0,12,17,10,5,0,0,0,0,0,1,1,6,5,12,0,7,0,4,0,12,0,0,0,7,0,10,11,0,7,13,0,10,0,4,1,12,0,6,2,7,11,3,0,1,0,2,7,19,1,0,6,19,8,4,1,7,9,2,5,3,4,24,4,5,8,13,5,12,6,1,14,4,3,0,1,10,0,4,4,2,0,1,7,22,1,2,7,1,21,0,5,3,14,1,3,1,4,9,4,0,1,0,3,10,2,3,2,0,1,7,3,1,6,3,1,13,2,10,3,5,0,1,0,5,4,12,1,1,2,6,4,4,6,0,2,0,1,0,15,19,15,5,17,0,0,0,0,9,12,8,3,0,0,13,17,17,0,0,0,0,0,15,13,0,2,0,0,0,17,0,3,2,3,0,1,0,8,2,10,15,4,8,6,0,5,7,0,0,1,0,0,3,19,6,0,3,20,0,0,0,0,1,0,0,1,0,0,0,20,27,0,5,0,0,0,0,0,0,14,2,0,0,10,6,0,23,5,0,0,1,1,3,15,0,0,0,0,0,9,0,0,0,2,23,0,4,0,9,0,0,0,0,0,0,0,0,0,7,0,0,6,12,0,10,0,0,0,12,0,2,0,0,16,8,1,4,4,10,14,10,2,0,12,0,0,0,0,15,0,9,14,5,12,0,0,1,13,0,0,0,0,0,11,8,4,24,2,16,10,11,20,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,13,0,1,5,13,15,4,0,0,2,6,6,0,0,7,19,0,10,3,0,15,3,4,9,0,16,0,0,3,17,0,9,0,7,8,15,0,12,0,23,17,19,21,4,4
"cell247",13,13,8,13,8,13,20,11,12,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,10,21,5,3,24,6,12,5,2,2,5,15,13,8,0,7,0,0,15,0,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,8,0,11,0,16,12,0,0,0,0,0,0,0,0,7,0,0,11,0,17,0,13,16,0,0,0,0,1,0,0,12,0,30,4,12,0,12,0,0,0,12,9,0,0,0,0,0,6,0,16,0,0,0,13,0,21,19,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,5,9,1,15,0,0,0,0,1,8,11,7,4,0,9,4,14,8,0,3,0,4,1,8,3,14,1,11,5,6,11,13,1,0,7,11,4,8,6,3,13,2,0,0,13,22,1,5,10,1,15,1,8,0,7,1,3,15,6,9,15,6,7,4,1,9,3,1,7,8,8,18,12,8,12,12,13,9,9,2,4,11,20,5,4,6,2,5,10,1,18,8,16,10,9,0,10,0,0,10,0,0,20,7,0,0,15,11,9,0,12,11,3,3,3,5,9,7,0,17,10,8,13,9,19,8,9,19,0,10,7,16,1,7,0,14,8,8,2,10,24,13,2,1,0,0,11,15,0,0,0,9,5,0,11,10,6,16,1,9,1,5,16,0,11,8,4,0,20,8,11,9,6,0,0,3,0,7,0,0,0,0,8,6,5,2,0,8,13,5,17,6,1,12,4,5,5,5,8,10,2,5,12,0,0,1,11,1,4,5,0,6,3,2,17,0,0,13,6,2,4,0,14,3,11,9,12,8,0,14,16,0,18,0,0,15,0,10,0,14,8,18,15,4,1
"cell248",15,24,19,12,5,14,3,11,17,14,11,0,0,0,0,39,53,34,14,48,35,35,8,6,12,15,38,13,0,0,0,41,13,17,1,38,0,3,31,0,7,42,7,20,61,0,38,0,0,44,24,44,15,25,25,20,53,0,45,27,22,50,32,36,55,29,27,2,10,0,23,39,0,46,51,39,39,44,39,60,19,0,60,24,23,12,30,30,0,31,78,10,19,24,58,36,80,2,21,3,25,3,32,0,42,34,36,0,1,37,14,26,21,32,0,0,0,21,33,18,1,34,39,33,36,54,22,35,0,25,19,27,30,34,38,26,12,19,18,25,0,32,33,0,24,29,20,38,0,28,27,0,0,0,22,19,28,12,0,25,0,35,0,28,0,1,9,28,11,30,19,40,0,0,13,33,10,40,29,0,19,0,0,0,34,37,11,0,68,0,0,0,0,17,0,7,0,42,31,33,32,31,38,3,0,30,3,2,20,38,40,27,30,44,48,21,55,31,26,2,0,26,38,21,11,30,8,10,40,0,39,23,45,3,4,48,3,28,27,24,32,27,0,0,42,37,54,35,22,0,68,47,20,0,0,21,22,38,0,49,46,32,21,37,46,15,25,19,0,18,35,52,0,40,0,47,40,27,2,20,31,52,22,0,19,27,9,16,23,33,13,7,3,24,51,29,20,49,0,24,0,11,29,5,28,40,17,0,39,29,24,32,23,3,17,33,0,31,0,0,0,0,12,27,23,15,0,33,36,14,48,34,0,29,23,22,20,17,22,25,0,22,26,11,0,0,0,2,18,0,24,1,15,13,0,0,58,25,0,23,0,0,16,4,35,37,31,22,15,41,35,51,45,32,31,69,0,38,0,39,41,64,55,10,4
"cell249",25,39,15,17,9,9,19,33,8,31,19,0,0,0,0,41,65,47,31,47,38,34,2,10,7,21,39,30,0,0,0,83,25,15,0,28,0,0,47,0,6,30,0,22,46,0,59,0,1,35,47,45,28,3,16,31,29,0,69,35,15,54,27,28,50,32,9,11,18,0,27,37,0,23,58,20,38,30,37,74,11,0,50,29,23,21,49,33,0,46,54,26,24,26,57,27,77,0,35,3,50,0,27,0,39,43,34,0,0,31,27,36,10,60,6,0,0,33,44,20,0,25,39,39,68,56,31,37,2,48,30,43,27,26,64,25,23,15,25,10,4,26,50,1,18,31,38,72,0,32,35,0,0,3,19,21,28,19,1,8,0,57,0,32,0,9,2,48,10,41,41,17,0,0,13,28,22,23,33,2,47,2,0,0,31,43,10,0,48,0,0,0,0,12,0,9,0,39,35,35,22,21,45,7,0,29,1,0,25,43,26,53,41,50,44,33,56,10,16,4,0,19,59,34,24,41,16,23,50,1,56,18,35,6,0,41,0,40,25,34,41,22,0,0,29,27,41,24,40,0,53,79,14,2,0,12,36,52,0,33,40,38,31,33,56,48,32,45,3,11,30,57,0,47,1,60,38,24,2,23,40,71,53,0,16,14,28,29,27,16,10,11,8,30,44,44,18,48,0,37,0,5,77,0,50,38,61,0,41,45,28,28,43,0,12,44,0,48,0,2,0,0,26,29,6,12,0,17,22,24,55,31,0,26,24,34,19,14,46,21,0,42,29,15,0,0,0,0,10,0,40,0,16,18,0,0,74,27,0,42,0,1,19,4,32,25,60,39,14,55,32,58,46,41,61,57,0,37,0,40,46,48,60,11,3
"cell250",43,43,52,15,11,35,16,40,26,38,22,0,0,0,0,36,37,38,13,50,0,0,0,0,0,29,37,28,0,0,0,34,18,12,0,27,0,2,19,0,11,41,1,25,38,0,28,0,0,27,38,26,18,18,16,30,10,0,57,26,38,39,35,26,33,28,22,3,15,0,11,35,0,26,47,32,40,32,23,56,23,0,38,32,26,17,32,31,0,30,36,19,17,16,52,29,46,0,21,0,37,0,45,0,24,25,24,0,0,38,22,32,13,45,1,0,0,25,33,24,0,24,28,27,35,40,10,29,3,15,22,24,34,19,63,28,17,18,30,20,0,24,24,0,16,38,31,51,0,25,36,0,0,0,19,33,64,11,0,0,0,33,6,24,0,10,0,24,13,30,21,28,0,1,28,31,31,29,35,2,33,0,0,0,20,28,19,0,38,0,0,0,0,25,0,10,1,55,27,33,34,35,23,1,0,51,2,0,28,26,31,25,42,35,57,27,66,15,22,5,0,24,37,18,14,39,9,26,16,0,41,28,15,0,2,37,3,22,18,24,29,20,0,0,31,29,40,42,41,0,43,39,16,5,0,16,15,24,0,62,35,60,25,37,54,22,32,53,0,11,38,55,4,26,0,70,33,33,1,26,31,43,18,0,0,0,53,28,0,0,0,19,17,0,42,36,19,32,2,18,0,4,24,4,21,30,35,0,54,40,22,27,12,0,0,22,0,35,0,0,0,0,13,21,15,13,0,19,31,16,29,20,0,40,15,22,36,22,26,27,0,10,19,0,0,0,0,0,17,0,18,1,19,11,0,0,43,19,3,27,0,0,20,0,47,27,33,30,8,56,38,64,45,43,45,26,0,36,0,38,36,62,36,32,0
"cell251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,20,6,11,9,28,15,14,17,8,21,0,5,0,0,1,0,3,0,10,0,3,8,0,9,6,1,4,22,0,9,0,1,15,16,16,10,14,12,10,3,0,24,18,8,23,7,7,16,9,9,1,5,0,9,20,0,10,23,9,17,18,17,23,8,1,17,14,10,4,9,23,0,17,15,10,15,12,27,12,21,0,12,0,13,0,18,0,13,15,11,0,0,12,8,12,6,21,0,2,1,10,12,9,0,10,17,33,11,24,9,2,0,12,16,8,7,7,11,16,14,9,17,11,1,6,16,0,10,11,22,22,0,9,10,0,0,0,2,0,2,2,4,17,9,5,0,6,1,9,6,7,2,4,3,2,16,3,0,12,0,5,6,14,0,15,0,0,2,12,1,0,18,0,0,0,0,6,2,6,10,13,19,11,7,1,15,12,0,2,8,18,7,11,1,13,9,2,4,10,3,8,0,17,4,10,5,0,0,4,2,0,5,12,19,1,4,1,0,28,2,8,9,11,7,16,0,0,12,10,7,1,1,4,4,11,0,9,12,3,9,7,3,7,1,2,3,15,10,1,0,21,1,3,3,9,10,5,20,5,1,9,10,0,11,14,7,0,14,14,0,0,11,8,16,0,0,5,13,8,2,1,11,0,8,20,6,6,4,4,17,14,13,0,5,4,2,18,11,9,10,4,18,14,15,13,4,2,0,3,19,0,0,0,14,0,15,2,0,1,1,0,8,1,11,1,0,11,8,0,2,0,4,0,6,1,0,14,0,11,28,13,0,8,0,0,10,12,0,14,12,3,8,2,11,26,20,7,11,7,0,21,0,16,10,24,33,6,3
"cell252",4,4,1,1,4,3,5,3,2,6,3,0,0,0,0,26,45,40,24,42,30,49,14,19,24,16,38,13,4,0,0,40,15,8,3,20,0,2,12,0,3,20,3,18,36,0,23,0,2,35,30,25,16,17,8,18,29,0,73,17,34,40,25,22,31,13,14,1,7,0,13,45,0,34,30,37,30,19,16,36,10,0,41,28,23,9,29,32,0,24,30,18,16,23,38,24,30,4,19,2,37,0,34,0,21,24,19,0,4,25,20,19,27,32,1,0,0,12,18,16,0,25,33,34,37,27,19,50,0,32,27,17,37,20,36,25,12,16,16,6,0,15,29,3,15,25,23,39,0,31,18,0,0,0,7,3,19,15,3,31,8,40,0,37,0,0,2,20,10,12,17,20,1,0,19,24,31,27,21,2,25,0,0,0,26,15,9,0,52,0,0,0,0,14,0,4,0,30,21,20,18,26,30,4,0,34,2,0,22,25,29,27,23,31,25,32,46,10,7,4,0,7,29,16,15,18,4,13,22,0,33,9,33,0,4,26,0,21,22,17,13,24,0,0,25,28,22,26,19,0,35,49,23,0,0,22,18,46,0,37,22,28,16,22,29,26,18,26,0,14,35,30,0,29,0,56,25,15,0,14,33,36,22,0,18,13,1,6,26,27,13,6,2,12,46,13,32,28,1,14,0,11,23,6,22,22,24,0,17,9,14,12,14,16,22,13,5,28,6,5,0,3,12,18,19,5,0,13,22,4,47,16,0,18,13,27,19,14,18,21,0,14,6,20,0,0,0,1,11,0,22,10,18,12,0,0,29,32,1,15,0,0,13,3,33,26,34,20,16,23,25,41,36,17,32,48,0,20,0,30,28,39,34,9,14
"cell253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,21,6,17,30,28,16,19,32,7,21,0,10,0,1,14,2,4,0,14,1,0,15,0,15,23,0,4,15,0,32,0,1,16,27,22,13,7,5,18,9,0,30,19,13,15,21,22,41,16,10,2,8,0,10,29,0,25,31,17,17,22,11,40,8,0,23,28,27,11,16,26,0,16,24,13,12,19,38,17,24,1,13,4,15,0,9,0,22,22,14,0,0,18,5,27,12,28,0,3,0,11,10,8,0,19,26,23,24,22,20,32,1,23,17,10,8,14,29,23,16,10,27,21,0,20,31,4,14,18,15,25,0,22,32,0,0,2,3,4,7,2,13,22,12,14,0,17,5,5,3,19,7,20,2,2,12,0,5,20,7,10,5,15,0,24,0,1,4,19,0,0,34,0,0,0,0,4,0,12,21,21,13,10,18,0,6,17,0,6,9,20,7,15,6,19,10,13,4,21,11,2,1,13,3,19,25,0,3,3,0,2,5,15,17,2,17,0,0,13,0,19,17,16,23,17,1,0,35,13,7,0,2,8,10,8,7,18,4,2,10,4,3,13,3,7,12,7,4,3,11,18,2,6,1,25,8,15,19,5,8,20,8,0,22,9,22,0,6,15,0,0,26,11,14,0,0,6,27,10,7,0,16,1,15,21,27,10,9,13,21,12,27,0,1,17,2,19,25,2,32,5,19,21,27,18,9,9,1,9,5,0,5,4,19,6,4,1,2,5,13,1,5,10,18,2,0,8,12,0,0,0,9,0,11,0,0,1,0,5,16,22,0,18,0,0,14,15,3,11,24,14,6,1,15,16,11,18,18,27,0,9,0,23,9,24,26,6,5
"cell254",1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,14,31,26,11,37,15,28,10,10,17,5,14,11,1,0,0,33,15,9,0,16,2,7,12,0,1,34,9,11,16,0,24,1,0,9,25,12,4,15,14,10,24,1,34,24,12,18,4,23,27,9,13,7,11,0,6,18,2,19,32,15,21,15,13,21,13,2,17,26,16,11,34,15,0,28,40,13,17,19,27,15,39,1,22,3,12,3,15,3,10,6,12,0,0,7,11,22,8,30,3,0,2,14,13,16,0,7,17,31,30,21,13,9,3,18,7,9,12,14,11,15,15,10,11,9,2,12,27,1,19,16,22,32,0,12,25,0,0,0,6,10,24,7,3,15,8,23,0,7,0,3,0,16,13,12,9,13,0,3,7,18,16,12,15,19,7,11,0,0,18,16,5,0,25,0,0,0,0,1,4,12,12,24,32,14,23,17,8,3,0,16,4,1,6,21,16,25,11,20,17,13,17,8,16,1,2,7,17,9,15,17,5,1,19,4,39,17,23,0,3,11,8,20,14,16,14,26,0,1,22,17,10,11,9,0,18,18,3,16,0,8,14,14,0,24,13,13,7,21,33,15,11,14,0,4,8,35,1,22,0,19,13,27,1,3,30,25,18,0,12,16,0,0,23,21,13,0,2,10,18,13,13,21,4,6,7,10,29,5,23,24,15,0,24,6,17,20,9,15,13,9,9,18,12,15,7,19,6,15,11,4,0,11,14,2,20,17,2,15,10,18,5,5,12,12,2,9,1,17,0,0,17,2,6,11,3,1,4,9,0,0,17,26,0,22,0,0,7,3,17,19,23,16,14,8,15,22,18,9,18,14,0,21,0,22,31,28,31,14,1
"cell255",0,0,0,0,0,0,0,0,0,0,0,19,10,12,3,0,0,0,0,0,0,1,11,2,10,2,0,0,5,0,16,0,0,0,15,0,7,14,1,8,30,0,15,0,1,7,2,0,16,0,4,15,0,0,0,0,0,9,9,0,0,2,10,11,0,0,1,11,0,12,3,0,12,1,1,10,4,0,0,0,0,12,0,0,0,1,20,1,3,7,1,0,0,0,8,4,3,10,0,21,0,13,1,18,0,1,0,10,13,1,0,0,1,0,8,8,5,0,0,0,12,0,0,2,4,1,3,5,17,3,6,0,0,0,1,3,3,2,1,2,6,2,9,7,0,1,0,0,11,17,14,17,22,13,0,0,0,0,9,9,6,3,3,0,11,13,15,0,0,0,0,0,6,19,0,0,0,0,0,5,0,14,3,6,0,0,0,5,2,14,23,14,6,8,5,7,8,0,0,0,0,0,0,23,6,0,6,34,0,0,0,0,0,0,0,0,0,0,0,15,32,0,1,0,0,0,0,0,0,13,1,0,0,9,22,0,16,2,0,0,0,0,5,15,0,0,0,0,0,7,2,0,0,5,12,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,22,0,12,0,0,0,10,0,0,0,1,15,5,3,1,11,4,9,2,2,0,11,0,0,0,0,11,0,14,22,3,13,0,0,0,12,0,0,0,0,0,14,10,1,25,1,21,9,14,22,0,0,0,0,21,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,8,11,6,11,16,11,0,6,0,10,0,0,20,21,0,16,0,0,11,7,7,8,0,19,0,0,1,14,0,5,1,1,10,13,0,18,0,9,17,31,13,3,0
"cell256",28,29,39,23,24,21,18,38,22,31,28,0,0,0,0,31,47,47,19,59,53,27,7,7,6,24,32,44,3,0,0,68,30,23,0,30,0,0,47,0,8,33,0,30,29,0,59,0,5,30,37,30,27,5,35,24,22,0,79,27,29,46,41,38,65,36,22,3,17,0,14,40,0,29,50,39,41,31,19,89,32,0,59,54,24,17,54,59,0,51,57,27,43,28,62,21,61,0,38,4,39,0,44,0,23,29,29,0,0,41,35,29,17,51,5,0,0,24,35,21,0,33,27,39,72,56,42,41,1,45,52,26,29,42,56,31,31,15,31,29,2,25,45,2,18,52,36,61,0,32,24,0,0,2,28,25,41,19,3,6,0,62,0,29,0,13,1,48,21,30,23,25,0,0,28,22,29,32,30,0,41,1,0,0,41,42,13,0,39,0,0,0,0,15,0,3,0,48,49,18,29,43,50,15,0,34,0,0,41,44,33,53,65,33,51,27,67,16,25,6,0,22,67,38,15,40,14,16,35,3,44,26,36,0,0,33,2,25,12,23,31,35,0,0,45,37,48,28,30,0,53,39,13,3,0,33,44,32,0,50,34,27,32,31,50,34,48,50,0,17,30,59,0,46,1,40,47,21,3,37,50,56,42,0,13,7,39,49,15,14,10,13,9,22,32,40,25,30,1,32,0,4,65,0,72,48,56,0,41,44,22,33,28,0,5,29,0,40,0,0,0,0,40,30,9,6,0,17,21,26,47,34,0,17,28,27,19,16,37,39,0,41,36,21,0,0,0,0,17,0,40,1,28,24,0,0,63,34,1,39,0,0,21,4,39,25,29,30,15,71,30,91,29,17,58,41,0,34,0,42,42,64,68,17,2
"cell257",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,33,24,9,35,28,25,11,9,16,11,26,4,6,0,0,51,14,7,2,5,2,6,9,0,3,22,2,9,13,0,24,0,0,22,25,18,9,11,5,11,7,0,38,11,16,13,12,19,16,23,9,6,10,0,16,12,0,15,19,17,11,22,25,42,10,2,30,20,21,5,14,11,1,28,28,14,15,25,12,21,33,1,27,1,20,1,22,0,21,24,10,0,0,23,3,16,9,17,0,1,1,27,16,8,0,20,20,16,29,24,19,17,0,31,23,19,18,13,24,22,17,20,13,8,1,12,22,2,5,20,12,34,0,15,14,0,0,0,9,7,14,1,8,20,9,18,0,13,1,2,0,9,10,8,11,10,1,5,0,11,18,8,8,12,1,12,0,1,8,20,2,0,24,0,0,0,0,10,3,13,4,24,22,10,19,7,7,5,1,10,5,2,19,14,5,26,24,20,22,21,28,10,1,11,0,14,18,5,3,8,1,0,13,10,27,3,23,0,0,26,0,15,10,19,17,10,0,0,23,18,10,6,17,0,26,18,3,13,0,18,17,12,0,29,10,5,25,13,29,21,12,29,0,20,9,15,1,20,4,33,13,20,5,4,17,25,14,0,9,14,0,0,24,18,8,0,0,9,23,17,8,6,12,6,6,25,31,4,31,13,24,1,19,14,18,22,13,19,8,3,11,16,19,4,8,21,10,12,6,2,2,2,10,10,25,5,4,8,19,10,8,7,23,9,4,7,1,22,1,0,7,0,7,9,6,0,8,5,0,4,13,16,0,21,0,0,12,8,14,9,27,12,10,6,11,36,21,20,21,14,0,14,0,21,22,27,19,12,2
"cell258",6,2,2,0,0,1,0,0,3,1,2,9,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,13,3,7,10,0,6,18,0,18,0,0,13,0,0,22,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,7,0,3,11,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,14,3,0,0,0,0,1,0,0,12,0,7,0,4,0,10,0,0,0,7,9,0,0,0,0,0,14,3,3,0,0,0,17,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,6,2,0,12,0,0,0,0,8,2,10,14,15,7,0,0,0,0,0,15,0,0,11,0,6,9,4,0,0,0,0,0,19,14,0,4,0,0,3,23,0,12,2,6,0,0,0,6,0,13,10,6,5,11,8,8,3,0,0,0,0,0,0,16,11,0,3,20,0,3,0,0,1,0,0,4,0,1,0,16,18,7,4,0,0,0,0,0,0,16,8,0,2,7,16,0,6,0,0,1,0,0,7,16,0,0,0,0,0,8,0,0,0,17,10,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,1,15,0,17,0,0,0,5,0,0,0,0,8,0,0,15,7,0,0,0,9,3,0,0,1,0,0,4,0,5,15,6,12,0,0,2,7,0,0,0,0,0,1,6,6,2,12,1,0,1,2,1,0,0,0,16,0,0,0,6,0,12,0,0,0,2,0,0,0,13,0,9,0,7,7,13,15,0,4,0,10,0,0,12,12,0,18,9,0,9,9,15,4,0,0,1,0,0,13,1,0,0,0,3,6,0,9,0,11,10,23,14,2,2
"cell259",0,2,4,0,0,2,0,0,2,1,0,0,0,0,0,12,19,19,1,16,14,10,7,13,9,8,26,9,0,0,0,21,10,3,2,17,5,6,10,0,0,15,13,18,10,0,14,1,1,12,16,7,12,4,2,16,7,0,16,10,8,29,18,10,9,12,4,6,4,1,5,20,10,11,18,10,14,12,16,14,7,2,10,15,17,1,9,10,0,18,22,7,9,13,19,8,14,1,5,11,15,4,13,0,5,8,10,1,9,6,10,12,11,11,3,0,1,6,5,8,1,18,19,22,15,19,19,14,4,13,14,5,10,6,12,13,11,10,14,7,4,9,33,1,12,18,12,10,0,3,9,0,0,0,9,6,20,8,1,10,5,14,0,13,0,0,0,22,7,11,10,15,0,0,6,11,12,20,11,4,14,0,0,0,21,14,3,0,35,0,0,0,0,7,3,0,0,17,15,6,10,8,7,1,0,6,0,0,9,14,15,13,21,19,22,14,15,6,9,0,0,8,19,2,4,12,8,6,15,2,13,6,16,0,1,16,10,11,8,10,15,13,1,3,9,5,18,11,13,0,21,25,11,0,0,9,13,11,0,25,27,16,10,7,31,10,18,12,0,11,13,17,1,28,1,38,25,16,1,10,22,28,18,0,13,10,3,5,8,17,13,2,1,6,12,10,8,18,0,3,0,5,12,0,21,34,16,0,23,17,9,13,15,13,23,6,1,20,2,2,0,6,6,14,4,8,0,13,17,12,17,13,2,28,17,14,8,11,6,9,1,14,3,8,1,0,17,0,5,12,2,0,7,8,0,3,12,26,0,15,0,0,5,1,13,7,12,13,3,11,16,6,15,13,11,12,0,15,0,17,20,13,32,10,5
